location,date,total_cases,new_cases,new_cases_smoothed
England,2023-02-04,,,
England,2023-02-05,,,
England,2023-02-06,,,
England,2023-02-07,,,
England,2023-02-08,,,
Estonia,2020-01-06,,,
Estonia,2020-01-18,,,
Estonia,2020-02-05,,,
Estonia,2020-02-06,,,
Estonia,2020-02-07,,,
Estonia,2020-02-08,,,
Estonia,2020-02-09,,,
Estonia,2020-02-10,,,
Estonia,2020-02-11,,,
Estonia,2020-02-12,,,
Estonia,2020-02-13,,,
Estonia,2020-02-14,,,
Estonia,2020-02-15,,,
Estonia,2020-02-16,,,
Estonia,2020-02-17,,,
Estonia,2020-02-18,,,
Estonia,2020-02-19,,,
Estonia,2020-02-20,,,
Estonia,2020-02-21,,,
Estonia,2020-02-22,,,
Estonia,2020-02-23,,,
Estonia,2020-02-24,,,
Estonia,2020-02-25,,,
Estonia,2020-02-26,,,
Estonia,2020-02-27,1,1,
Estonia,2020-02-28,1,0,
Estonia,2020-02-29,1,0,
Estonia,2020-03-01,1,0,
Estonia,2020-03-02,1,0,
Estonia,2020-03-03,2,1,0.286
Estonia,2020-03-04,2,0,0.286
Estonia,2020-03-05,3,1,0.286
Estonia,2020-03-06,10,7,1.286
Estonia,2020-03-07,10,0,1.286
Estonia,2020-03-08,10,0,1.286
Estonia,2020-03-09,10,0,1.286
Estonia,2020-03-10,12,2,1.429
Estonia,2020-03-11,16,4,2
Estonia,2020-03-12,16,0,1.857
Estonia,2020-03-13,79,63,9.857
Estonia,2020-03-14,115,36,15
Estonia,2020-03-15,171,56,23
Estonia,2020-03-16,205,34,27.857
Estonia,2020-03-17,225,20,30.429
Estonia,2020-03-18,258,33,34.571
Estonia,2020-03-19,267,9,35.857
Estonia,2020-03-20,283,16,29.143
Estonia,2020-03-21,306,23,27.286
Estonia,2020-03-22,326,20,22.143
Estonia,2020-03-23,352,26,21
Estonia,2020-03-24,369,17,20.571
Estonia,2020-03-25,404,35,20.857
Estonia,2020-03-26,538,134,38.714
Estonia,2020-03-27,575,37,41.714
Estonia,2020-03-28,645,70,48.429
Estonia,2020-03-29,679,34,50.429
Estonia,2020-03-30,715,36,51.857
Estonia,2020-03-31,745,30,53.714
Estonia,2020-04-01,779,34,53.571
Estonia,2020-04-02,858,79,45.714
Estonia,2020-04-03,961,103,55.143
Estonia,2020-04-04,1039,78,56.286
Estonia,2020-04-05,1097,58,59.714
Estonia,2020-04-06,1108,11,56.143
Estonia,2020-04-07,1149,41,57.714
Estonia,2020-04-08,1185,36,58
Estonia,2020-04-09,1207,22,49.857
Estonia,2020-04-10,1258,51,42.429
Estonia,2020-04-11,1304,46,37.857
Estonia,2020-04-12,1309,5,30.286
Estonia,2020-04-13,1332,23,32
Estonia,2020-04-14,1373,41,32
Estonia,2020-04-15,1400,27,30.714
Estonia,2020-04-16,1434,34,32.429
Estonia,2020-04-17,1459,25,28.714
Estonia,2020-04-18,1512,53,29.714
Estonia,2020-04-19,1528,16,31.286
Estonia,2020-04-20,1535,7,29
Estonia,2020-04-21,1552,17,25.571
Estonia,2020-04-22,1559,7,22.714
Estonia,2020-04-23,1592,33,22.571
Estonia,2020-04-24,1605,13,20.857
Estonia,2020-04-25,1635,30,17.571
Estonia,2020-04-26,1643,8,16.429
Estonia,2020-04-27,1647,4,16
Estonia,2020-04-28,1660,13,15.429
Estonia,2020-04-29,1666,6,15.286
Estonia,2020-04-30,1689,23,13.857
Estonia,2020-05-01,1694,5,12.714
Estonia,2020-05-02,1699,5,9.143
Estonia,2020-05-03,1700,1,8.143
Estonia,2020-05-04,1703,3,8
Estonia,2020-05-05,1711,8,7.286
Estonia,2020-05-06,1713,2,6.714
Estonia,2020-05-07,1720,7,4.429
Estonia,2020-05-08,1725,5,4.429
Estonia,2020-05-09,1733,8,4.857
Estonia,2020-05-10,1739,6,5.571
Estonia,2020-05-11,1741,2,5.429
Estonia,2020-05-12,1746,5,5
Estonia,2020-05-13,1751,5,5.429
Estonia,2020-05-14,1758,7,5.429
Estonia,2020-05-15,1766,8,5.857
Estonia,2020-05-16,1770,4,5.286
Estonia,2020-05-17,1774,4,5
Estonia,2020-05-18,1784,10,6.143
Estonia,2020-05-19,1791,7,6.429
Estonia,2020-05-20,1794,3,6.143
Estonia,2020-05-21,1800,6,6
Estonia,2020-05-22,1807,7,5.857
Estonia,2020-05-23,1821,14,7.286
Estonia,2020-05-24,1823,2,7
Estonia,2020-05-25,1824,1,5.714
Estonia,2020-05-26,1834,10,6.143
Estonia,2020-05-27,1840,6,6.571
Estonia,2020-05-28,1851,11,7.286
Estonia,2020-05-29,1859,8,7.429
Estonia,2020-05-30,1865,6,6.286
Estonia,2020-05-31,1869,4,6.571
Estonia,2020-06-01,1870,1,6.571
Estonia,2020-06-02,1870,0,5.143
Estonia,2020-06-03,1880,10,5.714
Estonia,2020-06-04,1890,10,5.571
Estonia,2020-06-05,1910,20,7.286
Estonia,2020-06-06,1931,21,9.429
Estonia,2020-06-07,1939,8,10
Estonia,2020-06-08,1940,1,10
Estonia,2020-06-09,1947,7,11
Estonia,2020-06-10,1958,11,11.143
Estonia,2020-06-11,1965,7,10.714
Estonia,2020-06-12,1970,5,8.571
Estonia,2020-06-13,1973,3,6
Estonia,2020-06-14,1973,0,4.857
Estonia,2020-06-15,1974,1,4.857
Estonia,2020-06-16,1975,1,4
Estonia,2020-06-17,1977,2,2.714
Estonia,2020-06-18,1977,0,1.714
Estonia,2020-06-19,1979,2,1.286
Estonia,2020-06-20,1981,2,1.143
Estonia,2020-06-21,1981,0,1.143
Estonia,2020-06-22,1981,0,1
Estonia,2020-06-23,1982,1,1
Estonia,2020-06-24,1983,1,0.857
Estonia,2020-06-25,1984,1,1
Estonia,2020-06-26,1986,2,1
Estonia,2020-06-27,1986,0,0.714
Estonia,2020-06-28,1987,1,0.857
Estonia,2020-06-29,1987,0,0.857
Estonia,2020-06-30,1989,2,1
Estonia,2020-07-01,1989,0,0.857
Estonia,2020-07-02,1990,1,0.857
Estonia,2020-07-03,1991,1,0.714
Estonia,2020-07-04,1993,2,1
Estonia,2020-07-05,1993,0,0.857
Estonia,2020-07-06,1994,1,1
Estonia,2020-07-07,1995,1,0.857
Estonia,2020-07-08,2003,8,2
Estonia,2020-07-09,2011,8,3
Estonia,2020-07-10,2013,2,3.143
Estonia,2020-07-11,2014,1,3
Estonia,2020-07-12,2014,0,3
Estonia,2020-07-13,2014,0,2.857
Estonia,2020-07-14,2015,1,2.857
Estonia,2020-07-15,2016,1,1.857
Estonia,2020-07-16,2016,0,0.714
Estonia,2020-07-17,2020,4,1
Estonia,2020-07-18,2021,1,1
Estonia,2020-07-19,2021,0,1
Estonia,2020-07-20,2021,0,1
Estonia,2020-07-21,2022,1,1
Estonia,2020-07-22,2025,3,1.286
Estonia,2020-07-23,2027,2,1.571
Estonia,2020-07-24,2028,1,1.143
Estonia,2020-07-25,2033,5,1.714
Estonia,2020-07-26,2034,1,1.857
Estonia,2020-07-27,2034,0,1.857
Estonia,2020-07-28,2038,4,2.286
Estonia,2020-07-29,2042,4,2.429
Estonia,2020-07-30,2051,9,3.429
Estonia,2020-07-31,2064,13,5.143
Estonia,2020-08-01,2072,8,5.571
Estonia,2020-08-02,2079,7,6.429
Estonia,2020-08-03,2080,1,6.571
Estonia,2020-08-04,2091,11,7.571
Estonia,2020-08-05,2113,22,10.143
Estonia,2020-08-06,2124,11,10.429
Estonia,2020-08-07,2133,9,9.857
Estonia,2020-08-08,2147,14,10.714
Estonia,2020-08-09,2152,5,10.429
Estonia,2020-08-10,2158,6,11.143
Estonia,2020-08-11,2167,9,10.857
Estonia,2020-08-12,2174,7,8.714
Estonia,2020-08-13,2174,0,7.143
Estonia,2020-08-14,2177,3,6.286
Estonia,2020-08-15,2184,7,5.286
Estonia,2020-08-16,2190,6,5.429
Estonia,2020-08-17,2192,2,4.857
Estonia,2020-08-18,2200,8,4.714
Estonia,2020-08-19,2207,7,4.714
Estonia,2020-08-20,2227,20,7.571
Estonia,2020-08-21,2244,17,9.571
Estonia,2020-08-22,2265,21,11.571
Estonia,2020-08-23,2272,7,11.714
Estonia,2020-08-24,2275,3,11.857
Estonia,2020-08-25,2294,19,13.429
Estonia,2020-08-26,2311,17,14.857
Estonia,2020-08-27,2325,14,14
Estonia,2020-08-28,2343,18,14.143
Estonia,2020-08-29,2363,20,14
Estonia,2020-08-30,2373,10,14.429
Estonia,2020-08-31,2375,2,14.286
Estonia,2020-09-01,2395,20,14.429
Estonia,2020-09-02,2415,20,14.857
Estonia,2020-09-03,2441,26,16.571
Estonia,2020-09-04,2456,15,16.143
Estonia,2020-09-05,2491,35,18.286
Estonia,2020-09-06,2516,25,20.429
Estonia,2020-09-07,2532,16,22.429
Estonia,2020-09-08,2564,32,24.143
Estonia,2020-09-09,2585,21,24.286
Estonia,2020-09-10,2600,15,22.714
Estonia,2020-09-11,2632,32,25.143
Estonia,2020-09-12,2655,23,23.429
Estonia,2020-09-13,2676,21,22.857
Estonia,2020-09-14,2698,22,23.714
Estonia,2020-09-15,2722,24,22.571
Estonia,2020-09-16,2756,34,24.429
Estonia,2020-09-17,2778,22,25.429
Estonia,2020-09-18,2814,36,26
Estonia,2020-09-19,2875,61,31.429
Estonia,2020-09-20,2924,49,35.429
Estonia,2020-09-21,2941,17,34.714
Estonia,2020-09-22,2976,35,36.286
Estonia,2020-09-23,3033,57,39.571
Estonia,2020-09-24,3076,43,42.571
Estonia,2020-09-25,3118,42,43.429
Estonia,2020-09-26,3165,47,41.429
Estonia,2020-09-27,3200,35,39.429
Estonia,2020-09-28,3267,67,46.571
Estonia,2020-09-29,3315,48,48.429
Estonia,2020-09-30,3371,56,48.286
Estonia,2020-10-01,3450,79,53.429
Estonia,2020-10-02,3507,57,55.571
Estonia,2020-10-03,3577,70,58.857
Estonia,2020-10-04,3607,30,58.143
Estonia,2020-10-05,3617,10,50
Estonia,2020-10-06,3659,42,49.143
Estonia,2020-10-07,3715,56,49.143
Estonia,2020-10-08,3760,45,44.286
Estonia,2020-10-09,3809,49,43.143
Estonia,2020-10-10,3846,37,38.429
Estonia,2020-10-11,3865,19,36.857
Estonia,2020-10-12,3883,18,38
Estonia,2020-10-13,3908,25,35.571
Estonia,2020-10-14,3947,39,33.143
Estonia,2020-10-15,3980,33,31.429
Estonia,2020-10-16,4017,37,29.714
Estonia,2020-10-17,4052,35,29.429
Estonia,2020-10-18,4078,26,30.429
Estonia,2020-10-19,4085,7,28.857
Estonia,2020-10-20,4127,42,31.286
Estonia,2020-10-21,4171,44,32
Estonia,2020-10-22,4247,76,38.143
Estonia,2020-10-23,4300,53,40.429
Estonia,2020-10-24,4351,51,42.714
Estonia,2020-10-25,4411,60,47.571
Estonia,2020-10-26,4428,17,49
Estonia,2020-10-27,4465,37,48.286
Estonia,2020-10-28,4590,125,59.857
Estonia,2020-10-29,4671,81,60.571
Estonia,2020-10-30,4771,100,67.286
Estonia,2020-10-31,4905,134,79.143
Estonia,2020-11-01,4985,80,82
Estonia,2020-11-02,5046,61,88.286
Estonia,2020-11-03,5125,79,94.286
Estonia,2020-11-04,5333,208,106.143
Estonia,2020-11-05,5464,131,113.286
Estonia,2020-11-06,5705,241,133.429
Estonia,2020-11-07,5933,228,146.857
Estonia,2020-11-08,6125,192,162.857
Estonia,2020-11-09,6250,125,172
Estonia,2020-11-10,6376,126,178.714
Estonia,2020-11-11,6508,132,167.857
Estonia,2020-11-12,6881,373,202.429
Estonia,2020-11-13,7148,267,206.143
Estonia,2020-11-14,7412,264,211.286
Estonia,2020-11-15,7637,225,216
Estonia,2020-11-16,7848,211,228.286
Estonia,2020-11-17,8033,185,236.714
Estonia,2020-11-18,8304,271,256.571
Estonia,2020-11-19,8715,411,262
Estonia,2020-11-20,9076,361,275.429
Estonia,2020-11-21,9375,299,280.429
Estonia,2020-11-22,9724,349,298.143
Estonia,2020-11-23,9956,232,301.143
Estonia,2020-11-24,10159,203,303.714
Estonia,2020-11-25,10541,382,319.571
Estonia,2020-11-26,10955,414,320
Estonia,2020-11-27,11323,368,321
Estonia,2020-11-28,11698,375,331.857
Estonia,2020-11-29,12052,354,332.571
Estonia,2020-11-30,12308,256,336
Estonia,2020-12-01,12497,189,334
Estonia,2020-12-02,13019,522,354
Estonia,2020-12-03,13469,450,359.143
Estonia,2020-12-04,13939,470,373.714
Estonia,2020-12-05,14500,561,400.286
Estonia,2020-12-06,14978,478,418
Estonia,2020-12-07,15226,248,416.857
Estonia,2020-12-08,15510,284,430.429
Estonia,2020-12-09,16054,544,433.571
Estonia,2020-12-10,16598,544,447
Estonia,2020-12-11,16956,358,431
Estonia,2020-12-12,17713,757,459
Estonia,2020-12-13,18055,342,439.571
Estonia,2020-12-14,18385,330,451.286
Estonia,2020-12-15,18682,297,453.143
Estonia,2020-12-16,19271,589,459.571
Estonia,2020-12-17,20004,733,486.571
Estonia,2020-12-18,20658,654,528.857
Estonia,2020-12-19,21219,561,500.857
Estonia,2020-12-20,21794,575,534.143
Estonia,2020-12-21,22083,289,528.286
Estonia,2020-12-22,22647,564,566.429
Estonia,2020-12-23,23309,662,576.857
Estonia,2020-12-24,24009,700,572.143
Estonia,2020-12-25,24582,573,560.571
Estonia,2020-12-26,25027,445,544
Estonia,2020-12-27,25392,365,514
Estonia,2020-12-28,25808,416,532.143
Estonia,2020-12-29,26283,475,519.429
Estonia,2020-12-30,27256,973,563.857
Estonia,2020-12-31,27990,734,568.714
Estonia,2021-01-01,28406,416,546.286
Estonia,2021-01-02,28789,383,537.429
Estonia,2021-01-03,29131,342,534.143
Estonia,2021-01-04,29521,390,530.429
Estonia,2021-01-05,29950,429,523.857
Estonia,2021-01-06,30667,717,487.286
Estonia,2021-01-07,31751,1084,537.286
Estonia,2021-01-08,32537,786,590.143
Estonia,2021-01-09,33089,552,614.286
Estonia,2021-01-10,33516,427,626.429
Estonia,2021-01-11,33805,289,612
Estonia,2021-01-12,34138,333,598.286
Estonia,2021-01-13,34991,853,617.714
Estonia,2021-01-14,35621,630,552.857
Estonia,2021-01-15,36096,475,508.429
Estonia,2021-01-16,36691,595,514.571
Estonia,2021-01-17,37079,388,509
Estonia,2021-01-18,37344,265,505.571
Estonia,2021-01-19,37941,597,543.286
Estonia,2021-01-20,38544,603,507.571
Estonia,2021-01-21,39212,668,513
Estonia,2021-01-22,39701,489,515
Estonia,2021-01-23,40184,483,499
Estonia,2021-01-24,40716,532,519.571
Estonia,2021-01-25,40975,259,518.714
Estonia,2021-01-26,41330,355,484.143
Estonia,2021-01-27,41966,636,488.857
Estonia,2021-01-28,42656,690,492
Estonia,2021-01-29,43343,687,520.286
Estonia,2021-01-30,43747,404,509
Estonia,2021-01-31,44208,461,498.857
Estonia,2021-02-01,44575,367,514.286
Estonia,2021-02-02,44978,403,521.143
Estonia,2021-02-03,45663,685,528.143
Estonia,2021-02-04,46334,671,525.429
Estonia,2021-02-05,46925,591,511.714
Estonia,2021-02-06,47512,587,537.857
Estonia,2021-02-07,47928,416,531.429
Estonia,2021-02-08,48267,339,527.429
Estonia,2021-02-09,48809,542,547.286
Estonia,2021-02-10,49605,796,563.143
Estonia,2021-02-11,50280,675,563.714
Estonia,2021-02-12,50993,713,581.143
Estonia,2021-02-13,51749,756,605.286
Estonia,2021-02-14,52416,667,641.143
Estonia,2021-02-15,52827,411,651.429
Estonia,2021-02-16,53444,617,662.143
Estonia,2021-02-17,54300,856,670.714
Estonia,2021-02-18,55295,995,716.429
Estonia,2021-02-19,56246,951,750.429
Estonia,2021-02-20,57033,787,754.857
Estonia,2021-02-21,57616,583,742.857
Estonia,2021-02-22,58445,829,802.571
Estonia,2021-02-23,59407,962,851.857
Estonia,2021-02-24,60475,1068,882.143
Estonia,2021-02-25,61627,1152,904.571
Estonia,2021-02-26,62830,1203,940.571
Estonia,2021-02-27,64399,1569,1052.286
Estonia,2021-02-28,65600,1201,1140.571
Estonia,2021-03-01,66628,1028,1169
Estonia,2021-03-02,67739,1111,1190.286
Estonia,2021-03-03,69193,1454,1245.429
Estonia,2021-03-04,70610,1417,1283.286
Estonia,2021-03-05,72144,1534,1330.571
Estonia,2021-03-06,73684,1540,1326.429
Estonia,2021-03-07,75003,1319,1343.286
Estonia,2021-03-08,76183,1180,1365
Estonia,2021-03-09,77491,1308,1393.143
Estonia,2021-03-10,78973,1482,1397.143
Estonia,2021-03-11,80929,1956,1474.143
Estonia,2021-03-12,82286,1357,1448.857
Estonia,2021-03-13,83872,1586,1455.429
Estonia,2021-03-14,84807,935,1400.571
Estonia,2021-03-15,86086,1279,1414.714
Estonia,2021-03-16,87548,1462,1436.714
Estonia,2021-03-17,89331,1783,1479.714
Estonia,2021-03-18,91031,1700,1443.143
Estonia,2021-03-19,92780,1749,1499.143
Estonia,2021-03-20,94028,1248,1450.857
Estonia,2021-03-21,95401,1373,1513.429
Estonia,2021-03-22,96394,993,1472.571
Estonia,2021-03-23,97456,1062,1415.429
Estonia,2021-03-24,99008,1552,1382.429
Estonia,2021-03-25,100437,1429,1343.714
Estonia,2021-03-26,101587,1150,1258.143
Estonia,2021-03-27,102738,1151,1244.286
Estonia,2021-03-28,103630,892,1175.571
Estonia,2021-03-29,104214,584,1117.143
Estonia,2021-03-30,105416,1202,1137.143
Estonia,2021-03-31,106424,1008,1059.429
Estonia,2021-04-01,107253,829,973.714
Estonia,2021-04-02,108418,1165,975.857
Estonia,2021-04-03,108937,519,885.571
Estonia,2021-04-04,109399,462,824.143
Estonia,2021-04-05,109781,382,795.286
Estonia,2021-04-06,110680,899,752
Estonia,2021-04-07,111664,984,748.571
Estonia,2021-04-08,112421,757,738.286
Estonia,2021-04-09,113098,677,668.571
Estonia,2021-04-10,113736,638,685.571
Estonia,2021-04-11,114174,438,682.143
Estonia,2021-04-12,114443,269,666
Estonia,2021-04-13,115080,637,628.571
Estonia,2021-04-14,115629,549,566.429
Estonia,2021-04-15,116200,571,539.857
Estonia,2021-04-16,116678,478,511.429
Estonia,2021-04-17,117011,333,467.857
Estonia,2021-04-18,117554,543,482.857
Estonia,2021-04-19,117782,228,477
Estonia,2021-04-20,118317,535,462.429
Estonia,2021-04-21,118789,472,451.429
Estonia,2021-04-22,119218,429,431.143
Estonia,2021-04-23,119610,392,418.857
Estonia,2021-04-24,120000,390,427
Estonia,2021-04-25,120215,215,380.143
Estonia,2021-04-26,120378,163,370.857
Estonia,2021-04-27,120836,458,359.857
Estonia,2021-04-28,121232,396,349
Estonia,2021-04-29,121657,425,348.429
Estonia,2021-04-30,122019,362,344.143
Estonia,2021-05-01,122450,431,350
Estonia,2021-05-02,122685,235,352.857
Estonia,2021-05-03,122943,258,366.429
Estonia,2021-05-04,123344,401,358.286
Estonia,2021-05-05,123781,437,364.143
Estonia,2021-05-06,124147,366,355.714
Estonia,2021-05-07,124529,382,358.571
Estonia,2021-05-08,124901,372,350.143
Estonia,2021-05-09,125126,225,348.714
Estonia,2021-05-10,125337,211,342
Estonia,2021-05-11,125696,359,336
Estonia,2021-05-12,126064,368,326.143
Estonia,2021-05-13,126364,300,316.714
Estonia,2021-05-14,126642,278,301.857
Estonia,2021-05-15,126922,280,288.714
Estonia,2021-05-16,127053,131,275.286
Estonia,2021-05-17,127206,153,267
Estonia,2021-05-18,127500,294,257.714
Estonia,2021-05-19,127757,257,241.857
Estonia,2021-05-20,128084,327,245.714
Estonia,2021-05-21,128309,225,238.143
Estonia,2021-05-22,128489,180,223.857
Estonia,2021-05-23,128592,103,219.857
Estonia,2021-05-24,128669,77,209
Estonia,2021-05-25,128829,160,189.857
Estonia,2021-05-26,129014,185,179.571
Estonia,2021-05-27,129158,144,153.429
Estonia,2021-05-28,129297,139,141.143
Estonia,2021-05-29,129424,127,133.571
Estonia,2021-05-30,129486,62,127.714
Estonia,2021-05-31,129544,58,125
Estonia,2021-06-01,129674,130,120.714
Estonia,2021-06-02,129804,130,112.857
Estonia,2021-06-03,129909,105,107.286
Estonia,2021-06-04,130005,96,101.143
Estonia,2021-06-05,130068,63,92
Estonia,2021-06-06,130119,51,90.429
Estonia,2021-06-07,130156,37,87.429
Estonia,2021-06-08,130242,86,81.143
Estonia,2021-06-09,130310,68,72.286
Estonia,2021-06-10,130364,54,65
Estonia,2021-06-11,130418,54,59
Estonia,2021-06-12,130473,55,57.857
Estonia,2021-06-13,130510,37,55.857
Estonia,2021-06-14,130538,28,54.571
Estonia,2021-06-15,130599,61,51
Estonia,2021-06-16,130658,59,49.714
Estonia,2021-06-17,130695,37,47.286
Estonia,2021-06-18,130751,56,47.571
Estonia,2021-06-19,130781,30,44
Estonia,2021-06-20,130806,25,42.286
Estonia,2021-06-21,130818,12,40
Estonia,2021-06-22,130855,37,36.571
Estonia,2021-06-23,130880,25,31.714
Estonia,2021-06-24,130898,18,29
Estonia,2021-06-25,130908,10,22.429
Estonia,2021-06-26,130941,33,22.857
Estonia,2021-06-27,130968,27,23.143
Estonia,2021-06-28,130983,15,23.571
Estonia,2021-06-29,131028,45,24.714
Estonia,2021-06-30,131064,36,26.286
Estonia,2021-07-01,131085,21,26.714
Estonia,2021-07-02,131123,38,30.714
Estonia,2021-07-03,131161,38,31.429
Estonia,2021-07-04,131188,27,31.429
Estonia,2021-07-05,131207,19,32
Estonia,2021-07-06,131257,50,32.714
Estonia,2021-07-07,131299,42,33.571
Estonia,2021-07-08,131357,58,38.857
Estonia,2021-07-09,131396,39,39
Estonia,2021-07-10,131460,64,42.714
Estonia,2021-07-11,131487,27,42.714
Estonia,2021-07-12,131508,21,43
Estonia,2021-07-13,131562,54,43.571
Estonia,2021-07-14,131618,56,45.571
Estonia,2021-07-15,131681,63,46.286
Estonia,2021-07-16,131743,62,49.571
Estonia,2021-07-17,131807,64,49.571
Estonia,2021-07-18,131848,41,51.571
Estonia,2021-07-19,131882,34,53.429
Estonia,2021-07-20,131963,81,57.286
Estonia,2021-07-21,132059,96,63
Estonia,2021-07-22,132179,120,71.143
Estonia,2021-07-23,132262,83,74.143
Estonia,2021-07-24,132368,106,80.143
Estonia,2021-07-25,132458,90,87.143
Estonia,2021-07-26,132524,66,91.714
Estonia,2021-07-27,132717,193,107.714
Estonia,2021-07-28,132891,174,118.857
Estonia,2021-07-29,133111,220,133.143
Estonia,2021-07-30,133308,197,149.429
Estonia,2021-07-31,133557,249,169.857
Estonia,2021-08-01,133685,128,175.286
Estonia,2021-08-02,133771,86,178.143
Estonia,2021-08-03,133978,207,180.143
Estonia,2021-08-04,134221,243,190
Estonia,2021-08-05,134479,258,195.429
Estonia,2021-08-06,134720,241,201.714
Estonia,2021-08-07,134950,230,199
Estonia,2021-08-08,135076,126,198.714
Estonia,2021-08-09,135223,147,207.429
Estonia,2021-08-10,135512,289,219.143
Estonia,2021-08-11,135856,344,233.571
Estonia,2021-08-12,136228,372,249.857
Estonia,2021-08-13,136500,272,254.286
Estonia,2021-08-14,136790,290,262.857
Estonia,2021-08-15,136992,202,273.714
Estonia,2021-08-16,137155,163,276
Estonia,2021-08-17,137514,359,286
Estonia,2021-08-18,137800,286,277.714
Estonia,2021-08-19,138157,357,275.571
Estonia,2021-08-20,138488,331,284
Estonia,2021-08-21,138706,218,273.714
Estonia,2021-08-22,138807,101,259.286
Estonia,2021-08-23,139126,319,281.571
Estonia,2021-08-24,139500,374,283.714
Estonia,2021-08-25,139937,437,305.286
Estonia,2021-08-26,140341,404,312
Estonia,2021-08-27,140692,351,314.857
Estonia,2021-08-28,141014,322,329.714
Estonia,2021-08-29,141344,330,362.429
Estonia,2021-08-30,141599,255,353.286
Estonia,2021-08-31,141956,357,350.857
Estonia,2021-09-01,142363,407,346.571
Estonia,2021-09-02,142837,474,356.571
Estonia,2021-09-03,143181,344,355.571
Estonia,2021-09-04,143533,352,359.857
Estonia,2021-09-05,143788,255,349.143
Estonia,2021-09-06,144001,213,343.143
Estonia,2021-09-07,144390,389,347.714
Estonia,2021-09-08,144878,488,359.286
Estonia,2021-09-09,145345,467,358.286
Estonia,2021-09-10,145885,540,386.286
Estonia,2021-09-11,146378,493,406.429
Estonia,2021-09-12,146707,329,417
Estonia,2021-09-13,146884,177,411.857
Estonia,2021-09-14,147357,473,423.857
Estonia,2021-09-15,147881,524,429
Estonia,2021-09-16,148391,510,435.143
Estonia,2021-09-17,148923,532,434
Estonia,2021-09-18,149314,391,419.429
Estonia,2021-09-19,149776,462,438.429
Estonia,2021-09-20,150142,366,465.429
Estonia,2021-09-21,150605,463,464
Estonia,2021-09-22,151292,687,487.286
Estonia,2021-09-23,151881,589,498.571
Estonia,2021-09-24,152429,548,500.857
Estonia,2021-09-25,153071,642,536.714
Estonia,2021-09-26,153536,465,537.143
Estonia,2021-09-27,153926,390,540.571
Estonia,2021-09-28,154722,796,588.143
Estonia,2021-09-29,155469,747,596.714
Estonia,2021-09-30,156257,788,625.143
Estonia,2021-10-01,156986,729,651
Estonia,2021-10-02,157728,742,665.286
Estonia,2021-10-03,158357,629,688.714
Estonia,2021-10-04,158895,538,709.857
Estonia,2021-10-05,159787,892,723.571
Estonia,2021-10-06,160832,1045,766.143
Estonia,2021-10-07,161781,949,789.143
Estonia,2021-10-08,162735,954,821.286
Estonia,2021-10-09,163803,1068,867.857
Estonia,2021-10-10,164618,815,894.429
Estonia,2021-10-11,165345,727,921.429
Estonia,2021-10-12,166601,1256,973.429
Estonia,2021-10-13,167828,1227,999.429
Estonia,2021-10-14,168884,1056,1014.714
Estonia,2021-10-15,170159,1275,1060.571
Estonia,2021-10-16,171395,1236,1084.571
Estonia,2021-10-17,172514,1119,1128
Estonia,2021-10-18,173335,821,1141.429
Estonia,2021-10-19,174436,1101,1119.286
Estonia,2021-10-20,175782,1346,1136.286
Estonia,2021-10-21,177287,1505,1200.429
Estonia,2021-10-22,178610,1323,1207.286
Estonia,2021-10-23,180252,1642,1265.286
Estonia,2021-10-24,182039,1787,1360.714
Estonia,2021-10-25,183320,1281,1426.429
Estonia,2021-10-26,184509,1189,1439
Estonia,2021-10-27,186530,2021,1535.429
Estonia,2021-10-28,188522,1992,1605
Estonia,2021-10-29,190201,1679,1655.857
Estonia,2021-10-30,192092,1891,1691.429
Estonia,2021-10-31,193969,1877,1704.286
Estonia,2021-11-01,195382,1413,1723.143
Estonia,2021-11-02,196951,1569,1777.429
Estonia,2021-11-03,199251,2300,1817.286
Estonia,2021-11-04,201194,1943,1810.286
Estonia,2021-11-05,202629,1435,1775.429
Estonia,2021-11-06,204148,1519,1722.286
Estonia,2021-11-07,205096,948,1589.571
Estonia,2021-11-08,205883,787,1500.143
Estonia,2021-11-09,206972,1089,1431.571
Estonia,2021-11-10,208326,1354,1296.429
Estonia,2021-11-11,209597,1271,1200.429
Estonia,2021-11-12,210542,945,1130.429
Estonia,2021-11-13,211535,993,1055.286
Estonia,2021-11-14,212096,561,1000
Estonia,2021-11-15,212607,511,960.571
Estonia,2021-11-16,213474,867,928.857
Estonia,2021-11-17,214496,1022,881.429
Estonia,2021-11-18,215367,871,824.286
Estonia,2021-11-19,216081,714,791.286
Estonia,2021-11-20,216544,463,715.571
Estonia,2021-11-21,217381,837,755
Estonia,2021-11-22,217784,403,739.571
Estonia,2021-11-23,218604,820,732.857
Estonia,2021-11-24,219259,655,680.429
Estonia,2021-11-25,219878,619,644.429
Estonia,2021-11-26,220514,636,633.286
Estonia,2021-11-27,221160,646,659.429
Estonia,2021-11-28,221549,389,595.429
Estonia,2021-11-29,221860,311,582.286
Estonia,2021-11-30,222584,724,568.571
Estonia,2021-12-01,223171,587,558.857
Estonia,2021-12-02,223689,518,544.429
Estonia,2021-12-03,224195,506,525.857
Estonia,2021-12-04,224654,459,499.143
Estonia,2021-12-05,224993,339,492
Estonia,2021-12-06,225294,301,490.571
Estonia,2021-12-07,225837,543,464.714
Estonia,2021-12-08,226304,467,447.571
